Age,KM,Weight,HP,MetColor,CC,Doors,Price
77,48838,1070,110,0,1600,3,9800
71,48576,1015,86,1,1300,3,7500
75,48400,1075,110,1,1600,5,8950
74,48242,1035,86,1,1300,5,8950
70,47955,1070,110,1,1600,5,7450
71,47633,1075,110,1,1600,5,8950
78,47400,1040,86,1,1300,5,10500
73,47360,1010,86,0,1300,3,7000
77,45507,1050,110,1,1600,3,8500
76,45410,1035,86,1,1300,5,7750
70,44850,1050,110,1,1600,3,8950
69,44826,1075,110,0,1600,5,8250
80,44444,1070,110,1,1600,3,9250
75,43720,1070,110,1,1600,5,7900
78,43622,1000,86,1,1300,4,8500
76,43532,1070,110,0,1600,5,7950
69,42800,1050,110,1,1600,3,9950
74,42317,1100,107,1,1600,5,8750
80,42186,1050,110,1,1600,3,7500
72,42000,1050,110,1,1600,3,6950
79,40093,1114,110,0,1600,5,8950
79,39800,1080,107,0,1600,3,8750
73,39168,1015,86,0,1300,3,7750
75,38945,1050,110,1,1600,3,8450
76,36537,1075,110,0,1600,4,8150
78,36000,1045,86,0,1300,3,8500
78,36000,1050,110,1,1600,3,7600
80,35821,1015,86,0,1300,3,7950
73,34717,1015,86,0,1300,3,7750
80,34000,1000,86,1,1300,4,7950
78,30964,1080,110,0,1600,3,9950
71,29000,1045,86,1,1300,3,8950
72,26000,1015,86,0,1300,3,8450
78,24000,1065,86,1,1300,5,8950
80,23000,1015,86,0,1300,3,8450
69,20544,1025,86,1,1300,3,7500
72,19000,1015,86,0,1300,3,10845
71,17016,1015,86,0,1300,3,8500
70,16916,1015,86,1,1300,3,7250
76,1,1114,110,0,1600,5,6950
